SpectrumIdentity,SpectrumID,Organization,SpectrumType,InstrumentUsed,InstrumentAccesories,SpectralResolution,NumberofAccumulations,MaterialForm,Color,InstrumentMode,OtherInformation,MaterialProducer,RID,ContactInfo,CASNumber,MaterialPurity,MaterialQuality,InstrumentAccessories,LaserLightUsed,TotalAcquisitionTime_s,DataProcessingProcedure,LevelofConfidenceinIdentification,smoother,baseline,range,timestamp,SampleName,rsq
1 2 polybutadiene,1Primpke,Primpke et al. 2018,FTIR,,,,,beads,transparent,ATR,Natural /Synthetic Plastic/other polybutadiene 1_2_polybutadiene,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,273,
acrylonitrile butadiene styrene,2Primpke,Primpke et al. 2018,FTIR,,,,,foil,light brown,ATR,Natural /Synthetic Plastic/other acrylonitrile butadiene styrene ABS,RSH Polymere,,,,,,,,,,,,,,,274,
acrylonitrile butadiene styrene,3Primpke,Primpke et al. 2018,FTIR,,,,,foil,light brown,ATR,Natural /Synthetic Plastic/other acrylonitrile butadiene styrene ABS,RSH Polymere,,,,,,,,,,,,,,,275,
fibre acetate,4Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other cellulose acetate fibre_acetate,Faserinstitut Bremen,,,,,,,,,,,,,,,276,
acrylonitrile butadiene,5Primpke,Primpke et al. 2018,FTIR,,,,,crumbs,yellow,ATR,Natural /Synthetic Plastic/other acrylonitrile butadiene acrylonitrile_butadiene,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,277,
algae desmarestia viridis,6Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other algae algae_desmarestia_viridis,unknown,,,,,,,,,,,,,,,278,
algae fucus serratus,7Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other algae algae_fucus_serratus,unknown,,,,,,,,,,,,,,,279,
algae laminaria digita and hyperborea,8Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other algae algae_laminaria_digita_and_hyperborea,unknown,,,,,,,,,,,,,,,280,
algae laminaria sacharina,9Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other algae algae laminaria sacharina,unknown,,,,,,,,,,,,,,,281,
alginic acid  sodium salt,10Primpke,Primpke et al. 2018,FTIR,,,,,powder,light brown,ATR,Natural /Synthetic Plastic/other alginic acid alginic_acid_ sodium_salt,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,282,
fur alpaca,11Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other fur fur_alpaca,Faserinstitut Bremen,,,,,,,,,,,,,,,283,
polyethylene wax oxidized,12Primpke,Primpke et al. 2018,FTIR,,,,,wax powder,white,ATR,Natural /Synthetic Plastic/other polyethylene PE,Alroko,,,,,,,,,,,,,,,284,
polyethylene wax,13Primpke,Primpke et al. 2018,FTIR,,,,,wax powder,white,ATR,Natural /Synthetic Plastic/other polyethylene PE,Alroko,,,,,,,,,,,,,,,285,
polyethylene wax,14Primpke,Primpke et al. 2018,FTIR,,,,,wax powder,white,ATR,Natural /Synthetic Plastic/other polyethylene PE,Alroko,,,,,,,,,,,,,,,286,
fur angora rabbit,15Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other fur fur_angora_rabbit,Faserinstitut Bremen,,,,,,,,,,,,,,,287,
broodcomb,16Primpke,Primpke et al. 2018,FTIR,,,,,chunk,brown,ATR,Natural /Synthetic Plastic/other honeycomb broodcomb,"Institut für Bienenkunde, Celle",,,,,,,,,,,,,,,288,
amber,17Primpke,Primpke et al. 2018,FTIR,,,,,chunk,amber,ATR,Natural /Synthetic Plastic/other amber amber,unknown,,,,,,,,,,,,,,,289,
polyester epoxide,18Primpke,Primpke et al. 2018,FTIR,,,,,powder,white,ATR,Natural /Synthetic Plastic/other polyester epoxide PES-EP,Betec,,,,,,,,,,,,,,,290,
epoxide resin,19Primpke,Primpke et al. 2018,FTIR,,,,,powder,grey,ATR,Natural /Synthetic Plastic/other epoxide EP,Betec,,,,,,,,,,,,,,,291,
polyester,20Primpke,Primpke et al. 2018,FTIR,,,,,powder,black,ATR,Natural /Synthetic Plastic/other polyester PES,Betec,,,,,,,,,,,,,,,292,
polyester epoxide,21Primpke,Primpke et al. 2018,FTIR,,,,,powder,transparent,ATR,Natural /Synthetic Plastic/other polyester epoxide PES-EP,Betec,,,,,,,,,,,,,,,293,
polyhydroxybutyric acid,22Primpke,Primpke et al. 2018,FTIR,,,,,pellet,light yellow,ATR,Natural /Synthetic Plastic/other polyhydroxybutyric acid PHB,Biomer,,,,,,,,,,,,,,,294,
butyl methacrylate isobutyl methacrolate,23Primpke,Primpke et al. 2018,FTIR,,,,,beads,"white, transparent",ATR,Natural /Synthetic Plastic/other butyl methacrylate isobutyl methacrolate butyl_methacrylate_isobutyl_methacrolate,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,295,
fur camel,24Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other fur fur_camel,Faserinstitut Bremen,,,,,,,,,,,,,,,296,
wool cashmere crossbred,25Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other fur wool_cashmere_crossbred,Faserinstitut Bremen,,,,,,,,,,,,,,,297,
wool cashmere kasakhstan,26Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other fur wool_cashmere_kasakhstan,Faserinstitut Bremen,,,,,,,,,,,,,,,298,
wool cashmere mongolia,27Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other fur wool_cashmere_mongolia,Faserinstitut Bremen,,,,,,,,,,,,,,,299,
fur cat european shorthair,28Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other fur fur_cat_european_shorthair,Faserinstitut Bremen,,,,,,,,,,,,,,,300,
cellulose,29Primpke,Primpke et al. 2018,FTIR,,,,,powder,white,ATR,Natural /Synthetic Plastic/other cellulose cellulose,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,301,
cellulose acetate,30Primpke,Primpke et al. 2018,FTIR,,,,,powder,white,ATR,Natural /Synthetic Plastic/other cellulose acetate cellulose_acetate,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,302,
cellulose acetate butyrate,31Primpke,Primpke et al. 2018,FTIR,,,,,fibrous solid,white,ATR,Natural /Synthetic Plastic/other cellulose acetate butyrate cellulose_acetate_butyrate,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,303,
cellulose,32Primpke,Primpke et al. 2018,FTIR,,,,,foil,transparent,ATR,Natural /Synthetic Plastic/other cellulose cellulose,Pütz GmbH + Co. Folien KG,,,,,,,,,,,,,,,304,
cellulose triacetate,33Primpke,Primpke et al. 2018,FTIR,,,,,granular,"light yellow, transparent",ATR,Natural /Synthetic Plastic/other cellulose triacetate cellulose_triacetate,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,305,
cellulose propionate,34Primpke,Primpke et al. 2018,FTIR,,,,,pellets,transparent,ATR,Natural /Synthetic Plastic/other cellulose propionate cellulose_propionate,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,306,
chitin crangon antonia,35Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other chitin chitin_crangon_antonia,unknown,,,,,,,,,,,,,,,307,
chitin from crustacean shells,36Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other chitin chitin_from_crustacean_shells,unknown,,,,,,,,,,,,,,,308,
chitin cancer pagurus,37Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other chitin chitin_cancer_pagurus,unknown,,,,,,,,,,,,,,,309,
fibre cocoanut,38Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other plant fibre fibre_cocoanut,Faserinstitut Bremen,,,,,,,,,,,,,,,310,
copolyamide,39Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other polyamide PA,Abifor,,,,,,,,,,,,,,,311,
copolyamide,40Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other polyamide PA,Abifor,,,,,,,,,,,,,,,312,
copolyester,41Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other polyester PES,Abifor,,,,,,,,,,,,,,,313,
copolyester,42Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other polyester PES,Abifor,,,,,,,,,,,,,,,314,
copolyester,43Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other polyester PES,Abifor,,,,,,,,,,,,,,,315,
fibre cotton combers,44Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other plant fibre fibre_cotton_combers,Faserinstitut Bremen,,,,,,,,,,,,,,,316,
fibre cotton US pima,45Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other plant fibre fibre_cotton_US_pima,Faserinstitut Bremen,,,,,,,,,,,,,,,317,
fibre cotton uzbekistan,46Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other plant fibre fibre_cotton_uzbekistan,Faserinstitut Bremen,,,,,,,,,,,,,,,318,
fur cow,47Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other fur fur_cow,Faserinstitut Bremen,,,,,,,,,,,,,,,319,
crangon  chitin exuvie,48Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other chitin crangon _chitin_exuvie,unknown,,,,,,,,,,,,,,,320,
polyethylene wax,49Primpke,Primpke et al. 2018,FTIR,,,,,wax powder,white,ATR,Natural /Synthetic Plastic/other polyethylene PE,Deurex,,,,,,,,,,,,,,,321,
polyethylene wax,50Primpke,Primpke et al. 2018,FTIR,,,,,wax powder,white,ATR,Natural /Synthetic Plastic/other polyethylene PE,Deurex,,,,,,,,,,,,,,,322,
polyethylene wax oxidized,51Primpke,Primpke et al. 2018,FTIR,,,,,wax powder,white,ATR,Natural /Synthetic Plastic/other polyethylene PE,Deurex,,,,,,,,,,,,,,,323,
sealing ring EPDM,52Primpke,Primpke et al. 2018,FTIR,,,,,chunk,black,ATR,Natural /Synthetic Plastic/other rubber sealing_ring_EPDM,Vaillant,,,,,,,,,,,,,,,324,
sealing ring EPDM,53Primpke,Primpke et al. 2018,FTIR,,,,,chunk,black,ATR,Natural /Synthetic Plastic/other rubber sealing_ring_EPDM,FVV,,,,,,,,,,,,,,,325,
sealing ring Gardena 1124 large,54Primpke,Primpke et al. 2018,FTIR,,,,,chunk,black,ATR,Natural /Synthetic Plastic/other rubber sealing_ring_Gardena_1124_large,Gardena,,,,,,,,,,,,,,,326,
sealing ring Gardena 1124 small,55Primpke,Primpke et al. 2018,FTIR,,,,,chunk,black,ATR,Natural /Synthetic Plastic/other rubber sealing_ring_Gardena_1124_small,Gardena,,,,,,,,,,,,,,,327,
sealing ring Gardena 2824 large,56Primpke,Primpke et al. 2018,FTIR,,,,,chunk,black,ATR,Natural /Synthetic Plastic/other rubber sealing_ring_Gardena_2824_large,Gardena,,,,,,,,,,,,,,,328,
sealing ring Gardena 2824 small,57Primpke,Primpke et al. 2018,FTIR,,,,,chunk,black,ATR,Natural /Synthetic Plastic/other rubber sealing_ring_Gardena_2824_small,Gardena,,,,,,,,,,,,,,,329,
sealing ring Gardena 2824 medium,58Primpke,Primpke et al. 2018,FTIR,,,,,chunk,black,ATR,Natural /Synthetic Plastic/other rubber sealing_ring_Gardena_2824_medium,Gardena,,,,,,,,,,,,,,,330,
fur dog,59Primpke,Primpke et al. 2018,FTIR,,,,,fibre,black,ATR,Natural /Synthetic Plastic/other fur fur_dog,Faserinstitut Bremen,,,,,,,,,,,,,,,331,
honeycomb,60Primpke,Primpke et al. 2018,FTIR,,,,,chunk,yellow,ATR,Natural /Synthetic Plastic/other honeycomb honeycomb,"Institut für Bienenkunde, Celle",,,,,,,,,,,,,,,332,
polystyrene expanded,61Primpke,Primpke et al. 2018,FTIR,,,,,chunk,rose,ATR,Natural /Synthetic Plastic/other polystyrene PS,unknown,,,,,,,,,,,,,,,333,
copolyester,62Primpke,Primpke et al. 2018,FTIR,,,,,powder,white,ATR,Natural /Synthetic Plastic/other polyester PES,BASF,,,,,,,,,,,,,,,334,
copolyester,63Primpke,Primpke et al. 2018,FTIR,,,,,powder,white,ATR,Natural /Synthetic Plastic/other polyester PES,BASF,,,,,,,,,,,,,,,335,
silicone rubber,64Primpke,Primpke et al. 2018,FTIR,,,,,chunk,transparent,ATR,Natural /Synthetic Plastic/other silicone silicone,Wacker,,,,,,,,,,,,,,,336,
polystyrene expanded,65Primpke,Primpke et al. 2018,FTIR,,,,,chunk,white,ATR,Natural /Synthetic Plastic/other polystyrene PS,unknown,,,,,,,,,,,,,,,337,
ethyl cellulose,66Primpke,Primpke et al. 2018,FTIR,,,,,powder,white,ATR,Natural /Synthetic Plastic/other ethyl cellulose ethyl_cellulose,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,338,
ethylene acrylic acid,67Primpke,Primpke et al. 2018,FTIR,,,,,beads,transparent,ATR,Natural /Synthetic Plastic/other ethylene acrylic acid ethylene_acrylic_acid,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,339,
ethylene ethyl acrylate,68Primpke,Primpke et al. 2018,FTIR,,,,,beads,"white, transparent",ATR,Natural /Synthetic Plastic/other ethylene ethyl acrylate ethylene_ethyl_acrylate,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,340,
ethylene methacrylic acid,69Primpke,Primpke et al. 2018,FTIR,,,,,beads,"white, transparent",ATR,Natural /Synthetic Plastic/other ethylene methacrylic acid ethylene_methacrylic_acid,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,341,
ethylene propylene,70Primpke,Primpke et al. 2018,FTIR,,,,,pellets,light yellow,ATR,Natural /Synthetic Plastic/other ethylene propylene ethylene_propylene,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,342,
ethylene vinyl acetate,71Primpke,Primpke et al. 2018,FTIR,,,,,beads,transparent,ATR,Natural /Synthetic Plastic/other ethylene vinyl acetate ethylene_vinyl_acetate,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,343,
ethylene vinyl acetate,72Primpke,Primpke et al. 2018,FTIR,,,,,beads,transparent,ATR,Natural /Synthetic Plastic/other ethylene vinyl acetate ethylene_vinyl_acetate,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,344,
ethylene vinyl acetate,73Primpke,Primpke et al. 2018,FTIR,,,,,beads,transparent,ATR,Natural /Synthetic Plastic/other ethylene vinyl acetate ethylene_vinyl_acetate,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,345,
ethylene vinyl alcohol,74Primpke,Primpke et al. 2018,FTIR,,,,,pellets,"white, transparent",ATR,Natural /Synthetic Plastic/other ethylene vinyl alcohol ethylene_vinyl_alcohol,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,346,
ethylene vinyl alcohol,75Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other ethylene vinyl alcohol ethylene_vinyl_alcohol,Abifor,,,,,,,,,,,,,,,347,
ethylene vinyl alcohol,76Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other ethylene vinyl alcohol ethylene_vinyl_alcohol,Abifor,,,,,,,,,,,,,,,348,
polyethylene high density,77Primpke,Primpke et al. 2018,FTIR,,,,,foil,transparent,ATR,Natural /Synthetic Plastic/other polyethylene HDPE,Orbita Film GmbH,,,,,,,,,,,,,,,349,
fibre urtica dioica L conar fibra,78Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other plant fibre fibre_urtica_dioica_L_conar_fibra,Faserinstitut Bremen,,,,,,,,,,,,,,,350,
fibre flax,79Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other plant fibre fibre_flax,Faserinstitut Bremen,,,,,,,,,,,,,,,351,
honeycomb freshly removed with nectar,80Primpke,Primpke et al. 2018,FTIR,,,,,chunk,yellow,ATR,Natural /Synthetic Plastic/other honeycomb honeycomb_freshly_removed_with_nectar,"Institut für Bienenkunde, Celle",,,,,,,,,,,,,,,352,
honeycomb freshly removed,81Primpke,Primpke et al. 2018,FTIR,,,,,chunk,yellow,ATR,Natural /Synthetic Plastic/other honeycomb honeycomb_freshly_removed,"Institut für Bienenkunde, Celle",,,,,,,,,,,,,,,353,
fibre grass,82Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other plant fibre fibre_grass,Faserinstitut Bremen,,,,,,,,,,,,,,,354,
polyethylene high density,83Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other polyethylene HDPE,Abifor,,,,,,,,,,,,,,,355,
polyethylene high density,84Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other polyethylene HDPE,Abifor,,,,,,,,,,,,,,,356,
polyethylene high density,85Primpke,Primpke et al. 2018,FTIR,,,,,pellet,transparent,ATR,Natural /Synthetic Plastic/other polyethylene HDPE,Plastics Europe,,,,,,,,,,,,,,,357,
fibre hemp fine,86Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other plant fibre fibre_hemp_fine,Faserinstitut Bremen,,,,,,,,,,,,,,,358,
fibre hemp rough,87Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other plant fibre fibre_hemp_rough,Faserinstitut Bremen,,,,,,,,,,,,,,,359,
alkyd varnish,88Primpke,Primpke et al. 2018,FTIR,,,,,foil,blue,ATR,Natural /Synthetic Plastic/other alkyd varnish alkyd_varnish,Brillux,,,,,,,,,,,,,,,360,
alkyd varnish,89Primpke,Primpke et al. 2018,FTIR,,,,,foil,black,ATR,Natural /Synthetic Plastic/other alkyd varnish alkyd_varnish,Brillux,,,,,,,,,,,,,,,361,
wood beech,90Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other wood wood_beech,unknown,,,,,,,,,,,,,,,362,
wood pine,91Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other wood wood_pine,unknown,,,,,,,,,,,,,,,363,
wood glue,92Primpke,Primpke et al. 2018,FTIR,,,,,foil,white,ATR,Natural /Synthetic Plastic/other wood glue wood_glue,Ponal,,,,,,,,,,,,,,,364,
wood mahagoni,93Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,ATR,Natural /Synthetic Plastic/other wood wood_mahagoni,unknown,,,,,,,,,,,,,,,365,
broodcomb once brooded,94Primpke,Primpke et al. 2018,FTIR,,,,,chunk,brown,ATR,Natural /Synthetic Plastic/other honeycomb broodcomb_once_brooded,"Institut für Bienenkunde, Celle",,,,,,,,,,,,,,,366,
polytehylene terephthalate,95Primpke,Primpke et al. 2018,FTIR,,,,,foil,white,ATR,Natural /Synthetic Plastic/other polyethylene terephthalate PET,Mitsubishi Polyester Film,,,,,,,,,,,,,,,367,
polytehylene terephthalate,96Primpke,Primpke et al. 2018,FTIR,,,,,foil,transparent,ATR,Natural /Synthetic Plastic/other polyethylene terephthalate PET,Mitsubishi Polyester Film,,,,,,,,,,,,,,,368,
hydroxyethyl cellulose,97Primpke,Primpke et al. 2018,FTIR,,,,,powder,light yellow,ATR,Natural /Synthetic Plastic/other hydroxyethyl cellulose hydroxyethyl cellulose,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,369,
hydroxypropyl cellulose,98Primpke,Primpke et al. 2018,FTIR,,,,,powder,white,ATR,Natural /Synthetic Plastic/other hydroxypropyl cellulose hydroxypropyl cellulose,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,370,
hydroxypropyl methyl cellulose,99Primpke,Primpke et al. 2018,FTIR,,,,,powder,white,ATR,Natural /Synthetic Plastic/other hydroxypropyl methyl cellulose hydroxypropyl methyl cellulose,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,371,
fibre indian raw cotton,100Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other plant fibre fibre_indian_raw_cotton,Faserinstitut Bremen,,,,,,,,,,,,,,,372,
fibre jute,101Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other plant fibre fibre_jute,Faserinstitut Bremen,,,,,,,,,,,,,,,373,
copolyamide,102Primpke,Primpke et al. 2018,FTIR,,,,,chunk,"white, transparent",ATR,Natural /Synthetic Plastic/other polyamide PA,T&B TY-RAP,,,,,,,,,,,,,,,374,
fibre kapok,103Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other plant fibre fibre_kapok,Faserinstitut Bremen,,,,,,,,,,,,,,,375,
polyvinylchloride,104Primpke,Primpke et al. 2018,FTIR,,,,,chunk,transparent,ATR,Natural /Synthetic Plastic/other polyvinylchloride PVC,Kautex,,,,,,,,,,,,,,,376,
polypropylene,105Primpke,Primpke et al. 2018,FTIR,,,,,chunk,black,ATR,Natural /Synthetic Plastic/other polypropylene PP,Kautex,,,,,,,,,,,,,,,377,
polyethylene foamed,106Primpke,Primpke et al. 2018,FTIR,,,,,chunk,white,ATR,Natural /Synthetic Plastic/other polyethylene PE,Kautex,,,,,,,,,,,,,,,378,
silica gel lab,107Primpke,Primpke et al. 2018,FTIR,,,,,unknown,unknown,FTIR,Natural /Synthetic Plastic/other silica gel silica_gel_lab,unknown,,,,,,,,,,,,,,,379,
polyurethane acrylic resin,108Primpke,Primpke et al. 2018,FTIR,,,,,foil,white,ATR,Natural /Synthetic Plastic/other polyurethane acrylic resin polyurethane_acrylic_resin,Krautol,,,,,,,,,,,,,,,380,
cellulose wipe,109Primpke,Primpke et al. 2018,FTIR,,,,,chunk,unknown,ATR,Natural /Synthetic Plastic/other cellulose cellulose_wipe,unknown,,,,,,,,,,,,,,,381,
lahmian medium acrylic paint,110Primpke,Primpke et al. 2018,FTIR,,,,,foil,transparent,ATR,Natural /Synthetic Plastic/other lahmian medium acrylic paint lahmian_medium_acrylic_paint,Citadel,,,,,,,,,,,,,,,382,
fur lama,111Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other fur fur_lama,Faserinstitut Bremen,,,,,,,,,,,,,,,383,
polyethylene low density,112Primpke,Primpke et al. 2018,FTIR,,,,,foil,transparent,ATR,Natural /Synthetic Plastic/other polyethylene LDPE,RSH Polymere,,,,,,,,,,,,,,,384,
polyethylene low density,113Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other polyethylene LDPE,Abifor,,,,,,,,,,,,,,,385,
polyethylene low density,114Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other polyethylene LDPE,Abifor,,,,,,,,,,,,,,,386,
polyethylene low density,115Primpke,Primpke et al. 2018,FTIR,,,,,powder,"white, transparent",ATR,Natural /Synthetic Plastic/other polyethylene LDPE,Abifor,,,,,,,,,,,,,,,387,
polyethylene low density,116Primpke,Primpke et al. 2018,FTIR,,,,,granular,"white, transparent",ATR,Natural /Synthetic Plastic/other polyethylene LDPE,RSH Polymere,,,,,,,,,,,,,,,388,
fibre linen,117Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other plant fibre fibre_linen,Faserinstitut Bremen,,,,,,,,,,,,,,,389,
fibre linen,118Primpke,Primpke et al. 2018,FTIR,,,,,fibre,brown,ATR,Natural /Synthetic Plastic/other plant fibre fibre_linen,Faserinstitut Bremen,,,,,,,,,,,,,,,390,
polyethylene low density,119Primpke,Primpke et al. 2018,FTIR,,,,,foil,transparent,ATR,Natural /Synthetic Plastic/other polyethylene LDPE,Orbita Film GmbH,,,,,,,,,,,,,,,391,
polyethylene high density,120Primpke,Primpke et al. 2018,FTIR,,,,,foil,transparent,ATR,Natural /Synthetic Plastic/other polyethylene HDPE,Orbita Film GmbH,,,,,,,,,,,,,,,392,
alkyd varnish,121Primpke,Primpke et al. 2018,FTIR,,,,,foil,yellow,ATR,Natural /Synthetic Plastic/other alkyd varnish alkyd_varnish,Vallejo,,,,,,,,,,,,,,,393,
merino scoured wool made rough,122Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other fur merino_scoured_wool_made_rough,Faserinstitut Bremen,,,,,,,,,,,,,,,394,
alkyd varnish,123Primpke,Primpke et al. 2018,FTIR,,,,,foil,dark green,ATR,Natural /Synthetic Plastic/other alkyd varnish alkyd_varnish,Hammerite,,,,,,,,,,,,,,,395,
methyl cellulose,124Primpke,Primpke et al. 2018,FTIR,,,,,powder,white,ATR,Natural /Synthetic Plastic/other methyl cellulose methyl_cellulose,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,396,
methyl vinyl ether maleic acid,125Primpke,Primpke et al. 2018,FTIR,,,,,powder,light yellow,ATR,Natural /Synthetic Plastic/other methyl vinyl ether maleic acid methyl_vinyl_ether_maleic_acid,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,397,
methyl vinyl ether maleic anhydride,126Primpke,Primpke et al. 2018,FTIR,,,,,powder,white,ATR,Natural /Synthetic Plastic/other methyl vinyl ether maleic anhydride methyl vinyl ether_maleic anhydride copolymer,"Scientific Polymer Products, Inc.",,,,,,,,,,,,,,,398,
honeycomb middle wall,127Primpke,Primpke et al. 2018,FTIR,,,,,chunk,yellow,ATR,Natural /Synthetic Plastic/other honeycomb honeycomb_middle_wall,"Institut für Bienenkunde, Celle",,,,,,,,,,,,,,,399,
fur mohair angora goat,128Primpke,Primpke et al. 2018,FTIR,,,,,fibre,white,ATR,Natural /Synthetic Plastic/other fur fur_mohair_angora_goat,Faserinstitut Bremen,,,,,,,,,,,,,,,400,
polyimide,129Primpke,Primpke et al. 2018,FTIR,,,,,foil,amber,ATR,Natural /Synthetic Plastic/other polyimide PI,Dr. Dietrich Müller GmbH,,,,,,,,,,,,,,,401,
aramid,130Primpke,Primpke et al. 2018,FTIR,,,,,foil,white,ATR,Natural /Synthetic Plastic/other aramid Aramid,Dr. Dietrich Müller GmbH,,,,,,,,,,,,,,,402,
aramid,131Primpke,Primpke et al. 2018,FTIR,,,,,foil,white,ATR,Natural /Synthetic Plastic/other aramid Aramid,Dr. Dietrich Müller GmbH,,,,,,,,,,,,,,,403,
polytehylene terephthalate,132Primpke,Primpke et al. 2018,FTIR,,,,,foil,transparent,ATR,Natural /Synthetic Plastic/other polyethylene terephthalate PET,Dr. Dietrich Müller GmbH,,,,,,,,,,,,,,,404,
polyamide,133Primpke,Primpke et al. 2018,FTIR,,,,,foil,white,ATR,Natural /Synthetic Plastic/other polyamide PA,Dr. Dietrich Müller GmbH,,,,,,,,,,,,,,,405,
