SpectrumIdentity,SpectrumID,Organization,SpectrumType,InstrumentUsed,InstrumentAccesories,SpectralResolution,NumberofAccumulations,MaterialForm,Color,InstrumentMode,OtherInformation,MaterialProducer,RID,ContactInfo,CASNumber,MaterialPurity,MaterialQuality,InstrumentAccessories,LaserLightUsed,TotalAcquisitionTime_s,DataProcessingProcedure,LevelofConfidenceinIdentification,smoother,baseline,range,timestamp,SampleName,rsq
Fluorapatite,Fluorapatite__R050192-4__Raman__514__0__ccw__Raman_Data_Processed__16050,RRUFF,Raman,,,,,,,,rruff.info/R050192,,R050192,,,,,,,,,,,,,,3497,
Fluorapatite,Fluorapatite__R050192-4__Raman__514__45__ccw__Raman_Data_Processed__16052,RRUFF,Raman,,,,,,,,rruff.info/R050192,,R050192,,,,,,,,,,,,,,3498,
Fluorapatite,Fluorapatite__R050192-4__Raman__514__90__ccw__Raman_Data_Processed__16054,RRUFF,Raman,,,,,,,,rruff.info/R050192,,R050192,,,,,,,,,,,,,,3499,
Fluorapatite,Fluorapatite__R050194-3__Raman__514__0__ccw__Raman_Data_Processed__20019,RRUFF,Raman,,,,,,,,rruff.info/R050194,,R050194,,,,,,,,,,,,,,3500,
Fluorapatite,Fluorapatite__R050194-3__Raman__514__45__ccw__Raman_Data_Processed__20021,RRUFF,Raman,,,,,,,,rruff.info/R050194,,R050194,,,,,,,,,,,,,,3501,
Fluorapatite,Fluorapatite__R050194-3__Raman__514__90__ccw__Raman_Data_Processed__20023,RRUFF,Raman,,,,,,,,rruff.info/R050194,,R050194,,,,,,,,,,,,,,3502,
Fluorapatite,Fluorapatite__R050194-4__Raman__514__0__ccw__Raman_Data_Processed__20027,RRUFF,Raman,,,,,,,,rruff.info/R050194,,R050194,,,,,,,,,,,,,,3503,
Fluorapatite,Fluorapatite__R050194-4__Raman__514__45__ccw__Raman_Data_Processed__20029,RRUFF,Raman,,,,,,,,rruff.info/R050194,,R050194,,,,,,,,,,,,,,3504,
Fluorapatite,Fluorapatite__R050194-4__Raman__514__90__ccw__Raman_Data_Processed__20031,RRUFF,Raman,,,,,,,,rruff.info/R050194,,R050194,,,,,,,,,,,,,,3505,
Fluorapatite,Fluorapatite__R050274-3__Raman__514__0__ccw__Raman_Data_Processed__19203,RRUFF,Raman,,,,,,,,rruff.info/R050274,,R050274,,,,,,,,,,,,,,3506,
Fluorapatite,Fluorapatite__R050274-3__Raman__514__45__ccw__Raman_Data_Processed__19205,RRUFF,Raman,,,,,,,,rruff.info/R050274,,R050274,,,,,,,,,,,,,,3507,
Fluorapatite,Fluorapatite__R050274-3__Raman__514__90__ccw__Raman_Data_Processed__19207,RRUFF,Raman,,,,,,,,rruff.info/R050274,,R050274,,,,,,,,,,,,,,3508,
Fluorapatite,Fluorapatite__R050274-4__Raman__514__0__ccw__Raman_Data_Processed__19211,RRUFF,Raman,,,,,,,,rruff.info/R050274,,R050274,,,,,,,,,,,,,,3509,
Fluorapatite,Fluorapatite__R050274-4__Raman__514__45__ccw__Raman_Data_Processed__19213,RRUFF,Raman,,,,,,,,rruff.info/R050274,,R050274,,,,,,,,,,,,,,3510,
Fluorapatite,Fluorapatite__R050274-4__Raman__514__90__ccw__Raman_Data_Processed__19215,RRUFF,Raman,,,,,,,,rruff.info/R050274,,R050274,,,,,,,,,,,,,,3511,
Fluorapatite,Fluorapatite__R050340-3__Raman__514__0__ccw__Raman_Data_Processed__19221,RRUFF,Raman,,,,,,,,rruff.info/R050340,,R050340,,,,,,,,,,,,,,3512,
Fluorapatite,Fluorapatite__R050340-3__Raman__514__45__ccw__Raman_Data_Processed__19223,RRUFF,Raman,,,,,,,,rruff.info/R050340,,R050340,,,,,,,,,,,,,,3513,
Fluorapatite,Fluorapatite__R050340-3__Raman__514__90__ccw__Raman_Data_Processed__19225,RRUFF,Raman,,,,,,,,rruff.info/R050340,,R050340,,,,,,,,,,,,,,3514,
Fluorapatite,Fluorapatite__R050340-4__Raman__514__0__ccw__Raman_Data_Processed__19229,RRUFF,Raman,,,,,,,,rruff.info/R050340,,R050340,,,,,,,,,,,,,,3515,
Fluorapatite,Fluorapatite__R050340-4__Raman__514__45__ccw__Raman_Data_Processed__19231,RRUFF,Raman,,,,,,,,rruff.info/R050340,,R050340,,,,,,,,,,,,,,3516,
Fluorapatite,Fluorapatite__R050340-4__Raman__514__90__ccw__Raman_Data_Processed__19233,RRUFF,Raman,,,,,,,,rruff.info/R050340,,R050340,,,,,,,,,,,,,,3517,
Fluorapatite,Fluorapatite__R050369-3__Raman__514__0__ccw__Raman_Data_Processed__18389,RRUFF,Raman,,,,,,,,rruff.info/R050369,,R050369,,,,,,,,,,,,,,3518,
Fluorapatite,Fluorapatite__R050369-3__Raman__514__45__ccw__Raman_Data_Processed__18391,RRUFF,Raman,,,,,,,,rruff.info/R050369,,R050369,,,,,,,,,,,,,,3519,
Fluorapatite,Fluorapatite__R050369-3__Raman__514__90__ccw__Raman_Data_Processed__18393,RRUFF,Raman,,,,,,,,rruff.info/R050369,,R050369,,,,,,,,,,,,,,3520,
Fluorapatite,Fluorapatite__R050369-4__Raman__514__0__ccw__Raman_Data_Processed__18397,RRUFF,Raman,,,,,,,,rruff.info/R050369,,R050369,,,,,,,,,,,,,,3521,
Fluorapatite,Fluorapatite__R050369-4__Raman__514__45__ccw__Raman_Data_Processed__18399,RRUFF,Raman,,,,,,,,rruff.info/R050369,,R050369,,,,,,,,,,,,,,3522,
Fluorapatite,Fluorapatite__R050369-4__Raman__514__90__ccw__Raman_Data_Processed__18401,RRUFF,Raman,,,,,,,,rruff.info/R050369,,R050369,,,,,,,,,,,,,,3523,
Fluorapatite,Fluorapatite__R050401-3__Raman__514__0__ccw__Raman_Data_Processed__20035,RRUFF,Raman,,,,,,,,rruff.info/R050401,,R050401,,,,,,,,,,,,,,3524,
Fluorapatite,Fluorapatite__R050401-3__Raman__514__45__ccw__Raman_Data_Processed__20037,RRUFF,Raman,,,,,,,,rruff.info/R050401,,R050401,,,,,,,,,,,,,,3525,
Fluorapatite,Fluorapatite__R050401-3__Raman__514__90__ccw__Raman_Data_Processed__20039,RRUFF,Raman,,,,,,,,rruff.info/R050401,,R050401,,,,,,,,,,,,,,3526,
Fluorapatite,Fluorapatite__R050401-4__Raman__514__0__ccw__Raman_Data_Processed__20043,RRUFF,Raman,,,,,,,,rruff.info/R050401,,R050401,,,,,,,,,,,,,,3527,
Fluorapatite,Fluorapatite__R050401-4__Raman__514__45__ccw__Raman_Data_Processed__20045,RRUFF,Raman,,,,,,,,rruff.info/R050401,,R050401,,,,,,,,,,,,,,3528,
Fluorapatite,Fluorapatite__R050401-4__Raman__514__90__ccw__Raman_Data_Processed__20047,RRUFF,Raman,,,,,,,,rruff.info/R050401,,R050401,,,,,,,,,,,,,,3529,
Fluorapatite,Fluorapatite__R050617-3__Raman__514__0__ccw__Raman_Data_Processed__19381,RRUFF,Raman,,,,,,,,rruff.info/R050617,,R050617,,,,,,,,,,,,,,3530,
Fluorapatite,Fluorapatite__R050617-3__Raman__514__45__ccw__Raman_Data_Processed__19383,RRUFF,Raman,,,,,,,,rruff.info/R050617,,R050617,,,,,,,,,,,,,,3531,
Fluorapatite,Fluorapatite__R050617-3__Raman__514__90__ccw__Raman_Data_Processed__19385,RRUFF,Raman,,,,,,,,rruff.info/R050617,,R050617,,,,,,,,,,,,,,3532,
Fluorapatite,Fluorapatite__R050617-4__Raman__514__0__ccw__Raman_Data_Processed__19389,RRUFF,Raman,,,,,,,,rruff.info/R050617,,R050617,,,,,,,,,,,,,,3533,
Fluorapatite,Fluorapatite__R050617-4__Raman__514__45__ccw__Raman_Data_Processed__19391,RRUFF,Raman,,,,,,,,rruff.info/R050617,,R050617,,,,,,,,,,,,,,3534,
Fluorapatite,Fluorapatite__R050617-4__Raman__514__90__ccw__Raman_Data_Processed__19393,RRUFF,Raman,,,,,,,,rruff.info/R050617,,R050617,,,,,,,,,,,,,,3535,
Fluorapatite,Fluorapatite__R060070-3__Raman__514__0__ccw__Raman_Data_Processed__20000,RRUFF,Raman,,,,,,,,rruff.info/R060070,,R060070,,,,,,,,,,,,,,3536,
Fluorapatite,Fluorapatite__R060070-3__Raman__514__45__ccw__Raman_Data_Processed__20002,RRUFF,Raman,,,,,,,,rruff.info/R060070,,R060070,,,,,,,,,,,,,,3537,
Fluorapatite,Fluorapatite__R060070-3__Raman__514__90__ccw__Raman_Data_Processed__20017,RRUFF,Raman,,,,,,,,rruff.info/R060070,,R060070,,,,,,,,,,,,,,3538,
Fluorapatite,Fluorapatite__R060070-4__Raman__514__0__ccw__Raman_Data_Processed__20008,RRUFF,Raman,,,,,,,,rruff.info/R060070,,R060070,,,,,,,,,,,,,,3539,
Fluorapatite,Fluorapatite__R060070-4__Raman__514__45__ccw__Raman_Data_Processed__20010,RRUFF,Raman,,,,,,,,rruff.info/R060070,,R060070,,,,,,,,,,,,,,3540,
Fluorapatite,Fluorapatite__R060070-4__Raman__514__90__ccw__Raman_Data_Processed__20012,RRUFF,Raman,,,,,,,,rruff.info/R060070,,R060070,,,,,,,,,,,,,,3541,
Fluorapatite,Fluorapatite__R060184-3__Raman__514__0__ccw__Raman_Data_Processed__23798,RRUFF,Raman,,,,,,,,rruff.info/R060184,,R060184,,,,,,,,,,,,,,3542,
Fluorapatite,Fluorapatite__R060184-3__Raman__514__45__ccw__Raman_Data_Processed__23800,RRUFF,Raman,,,,,,,,rruff.info/R060184,,R060184,,,,,,,,,,,,,,3543,
Fluorapatite,Fluorapatite__R060184-3__Raman__514__90__ccw__Raman_Data_Processed__23802,RRUFF,Raman,,,,,,,,rruff.info/R060184,,R060184,,,,,,,,,,,,,,3544,
Fluorapatite,Fluorapatite__R060184-4__Raman__514__0__ccw__Raman_Data_Processed__23806,RRUFF,Raman,,,,,,,,rruff.info/R060184,,R060184,,,,,,,,,,,,,,3545,
Fluorapatite,Fluorapatite__R060184-4__Raman__514__45__ccw__Raman_Data_Processed__23808,RRUFF,Raman,,,,,,,,rruff.info/R060184,,R060184,,,,,,,,,,,,,,3546,
Fluorapatite,Fluorapatite__R060184-4__Raman__514__90__ccw__Raman_Data_Processed__23810,RRUFF,Raman,,,,,,,,rruff.info/R060184,,R060184,,,,,,,,,,,,,,3547,
Fluorapatite,Fluorapatite__R060333-3__Raman__514__0__ccw__Raman_Data_Processed__24678,RRUFF,Raman,,,,,,,,rruff.info/R060333,,R060333,,,,,,,,,,,,,,3548,
Fluorapatite,Fluorapatite__R060333-3__Raman__514__45__ccw__Raman_Data_Processed__24680,RRUFF,Raman,,,,,,,,rruff.info/R060333,,R060333,,,,,,,,,,,,,,3549,
Fluorapatite,Fluorapatite__R060333-3__Raman__514__90__ccw__Raman_Data_Processed__24682,RRUFF,Raman,,,,,,,,rruff.info/R060333,,R060333,,,,,,,,,,,,,,3550,
Fluorapatite,Fluorapatite__R060333-4__Raman__514__0__ccw__Raman_Data_Processed__24686,RRUFF,Raman,,,,,,,,rruff.info/R060333,,R060333,,,,,,,,,,,,,,3551,
Fluorapatite,Fluorapatite__R060333-4__Raman__514__45__ccw__Raman_Data_Processed__24688,RRUFF,Raman,,,,,,,,rruff.info/R060333,,R060333,,,,,,,,,,,,,,3552,
Fluorapatite,Fluorapatite__R060333-4__Raman__514__90__ccw__Raman_Data_Processed__24690,RRUFF,Raman,,,,,,,,rruff.info/R060333,,R060333,,,,,,,,,,,,,,3553,
Fluorapatite,Fluorapatite__R060421-3__Raman__514__0__ccw__Raman_Data_Processed__19948,RRUFF,Raman,,,,,,,,rruff.info/R060421,,R060421,,,,,,,,,,,,,,3554,
Fluorapatite,Fluorapatite__R060421-3__Raman__514__45__ccw__Raman_Data_Processed__19950,RRUFF,Raman,,,,,,,,rruff.info/R060421,,R060421,,,,,,,,,,,,,,3555,
Fluorapatite,Fluorapatite__R060421-3__Raman__514__90__ccw__Raman_Data_Processed__19952,RRUFF,Raman,,,,,,,,rruff.info/R060421,,R060421,,,,,,,,,,,,,,3556,
Fluorapatite,Fluorapatite__R060421-4__Raman__514__0__ccw__Raman_Data_Processed__19956,RRUFF,Raman,,,,,,,,rruff.info/R060421,,R060421,,,,,,,,,,,,,,3557,
Fluorapatite,Fluorapatite__R060421-4__Raman__514__45__ccw__Raman_Data_Processed__19958,RRUFF,Raman,,,,,,,,rruff.info/R060421,,R060421,,,,,,,,,,,,,,3558,
Fluorapatite,Fluorapatite__R060421-4__Raman__514__90__ccw__Raman_Data_Processed__19960,RRUFF,Raman,,,,,,,,rruff.info/R060421,,R060421,,,,,,,,,,,,,,3559,
Fluorapophyllite-(K),FluorapophylliteK__R050021-3__Raman__514__0__ccw__Raman_Data_Processed__4512,RRUFF,Raman,,,,,,,,rruff.info/R050021,,R050021,,,,,,,,,,,,,,3560,
Fluorapophyllite-(K),FluorapophylliteK__R050021-3__Raman__514__45__ccw__Raman_Data_Processed__4514,RRUFF,Raman,,,,,,,,rruff.info/R050021,,R050021,,,,,,,,,,,,,,3561,
Fluorapophyllite-(K),FluorapophylliteK__R050021-3__Raman__514__90__ccw__Raman_Data_Processed__4516,RRUFF,Raman,,,,,,,,rruff.info/R050021,,R050021,,,,,,,,,,,,,,3562,
Fluorapophyllite-(K),FluorapophylliteK__R050021-4__Raman__514__0__ccw__Raman_Data_Processed__4504,RRUFF,Raman,,,,,,,,rruff.info/R050021,,R050021,,,,,,,,,,,,,,3563,
Fluorapophyllite-(K),FluorapophylliteK__R050021-4__Raman__514__45__ccw__Raman_Data_Processed__4506,RRUFF,Raman,,,,,,,,rruff.info/R050021,,R050021,,,,,,,,,,,,,,3564,
Fluorapophyllite-(K),FluorapophylliteK__R050021-4__Raman__514__90__ccw__Raman_Data_Processed__4508,RRUFF,Raman,,,,,,,,rruff.info/R050021,,R050021,,,,,,,,,,,,,,3565,
Fluorapophyllite-(K),FluorapophylliteK__R050084-3__Raman__514__0__ccw__Raman_Data_Processed__4772,RRUFF,Raman,,,,,,,,rruff.info/R050084,,R050084,,,,,,,,,,,,,,3566,
Fluorapophyllite-(K),FluorapophylliteK__R050084-3__Raman__514__45__ccw__Raman_Data_Processed__4774,RRUFF,Raman,,,,,,,,rruff.info/R050084,,R050084,,,,,,,,,,,,,,3567,
Fluorapophyllite-(K),FluorapophylliteK__R050084-3__Raman__514__90__ccw__Raman_Data_Processed__4776,RRUFF,Raman,,,,,,,,rruff.info/R050084,,R050084,,,,,,,,,,,,,,3568,
Fluorapophyllite-(K),FluorapophylliteK__R050084-4__Raman__514__0__ccw__Raman_Data_Processed__4764,RRUFF,Raman,,,,,,,,rruff.info/R050084,,R050084,,,,,,,,,,,,,,3569,
Fluorapophyllite-(K),FluorapophylliteK__R050084-4__Raman__514__45__ccw__Raman_Data_Processed__4766,RRUFF,Raman,,,,,,,,rruff.info/R050084,,R050084,,,,,,,,,,,,,,3570,
Fluorapophyllite-(K),FluorapophylliteK__R050084-4__Raman__514__90__ccw__Raman_Data_Processed__4768,RRUFF,Raman,,,,,,,,rruff.info/R050084,,R050084,,,,,,,,,,,,,,3571,
Fluorapophyllite-(K),FluorapophylliteK__R060554-3__Raman__514__0__ccw__Raman_Data_Processed__18373,RRUFF,Raman,,,,,,,,rruff.info/R060554,,R060554,,,,,,,,,,,,,,3572,
Fluorapophyllite-(K),FluorapophylliteK__R060554-3__Raman__514__45__ccw__Raman_Data_Processed__18375,RRUFF,Raman,,,,,,,,rruff.info/R060554,,R060554,,,,,,,,,,,,,,3573,
Fluorapophyllite-(K),FluorapophylliteK__R060554-3__Raman__514__90__ccw__Raman_Data_Processed__18377,RRUFF,Raman,,,,,,,,rruff.info/R060554,,R060554,,,,,,,,,,,,,,3574,
Fluorapophyllite-(K),FluorapophylliteK__R060554-4__Raman__514__0__ccw__Raman_Data_Processed__18381,RRUFF,Raman,,,,,,,,rruff.info/R060554,,R060554,,,,,,,,,,,,,,3575,
Fluorapophyllite-(K),FluorapophylliteK__R060554-4__Raman__514__45__ccw__Raman_Data_Processed__18383,RRUFF,Raman,,,,,,,,rruff.info/R060554,,R060554,,,,,,,,,,,,,,3576,
Fluorapophyllite-(K),FluorapophylliteK__R060554-4__Raman__514__90__ccw__Raman_Data_Processed__18385,RRUFF,Raman,,,,,,,,rruff.info/R060554,,R060554,,,,,,,,,,,,,,3577,
Fluor-buergerite,Fluorbuergerite__R060132-3__Raman__514__0__ccw__Raman_Data_Processed__15520,RRUFF,Raman,,,,,,,,rruff.info/R060132,,R060132,,,,,,,,,,,,,,3578,
Fluor-buergerite,Fluorbuergerite__R060132-3__Raman__514__45__ccw__Raman_Data_Processed__15522,RRUFF,Raman,,,,,,,,rruff.info/R060132,,R060132,,,,,,,,,,,,,,3579,
Fluor-buergerite,Fluorbuergerite__R060132-3__Raman__514__90__ccw__Raman_Data_Processed__15524,RRUFF,Raman,,,,,,,,rruff.info/R060132,,R060132,,,,,,,,,,,,,,3580,
Fluor-buergerite,Fluorbuergerite__R060132-4__Raman__514__0__ccw__Raman_Data_Processed__15528,RRUFF,Raman,,,,,,,,rruff.info/R060132,,R060132,,,,,,,,,,,,,,3581,
Fluor-buergerite,Fluorbuergerite__R060132-4__Raman__514__45__ccw__Raman_Data_Processed__15530,RRUFF,Raman,,,,,,,,rruff.info/R060132,,R060132,,,,,,,,,,,,,,3582,
Fluor-buergerite,Fluorbuergerite__R060132-4__Raman__514__90__ccw__Raman_Data_Processed__15534,RRUFF,Raman,,,,,,,,rruff.info/R060132,,R060132,,,,,,,,,,,,,,3583,
Fluorite,Fluorite__R040099-3__Raman__514__0__ccw__Raman_Data_Processed__25927,RRUFF,Raman,,,,,,,,rruff.info/R040099,,R040099,,,,,,,,,,,,,,3584,
Fluorite,Fluorite__R040099-3__Raman__514__45__ccw__Raman_Data_Processed__25929,RRUFF,Raman,,,,,,,,rruff.info/R040099,,R040099,,,,,,,,,,,,,,3585,
Fluorite,Fluorite__R040099-3__Raman__514__90__ccw__Raman_Data_Processed__25931,RRUFF,Raman,,,,,,,,rruff.info/R040099,,R040099,,,,,,,,,,,,,,3586,
Fluorite,Fluorite__R050045-3__Raman__514__0__ccw__Raman_Data_Processed__4782,RRUFF,Raman,,,,,,,,rruff.info/R050045,,R050045,,,,,,,,,,,,,,3587,
Fluorite,Fluorite__R050045-3__Raman__514__45__ccw__Raman_Data_Processed__4784,RRUFF,Raman,,,,,,,,rruff.info/R050045,,R050045,,,,,,,,,,,,,,3588,
Fluorite,Fluorite__R050045-3__Raman__514__90__ccw__Raman_Data_Processed__4786,RRUFF,Raman,,,,,,,,rruff.info/R050045,,R050045,,,,,,,,,,,,,,3589,
Fluorite,Fluorite__R050046-3__Raman__514__0__ccw__Raman_Data_Processed__24598,RRUFF,Raman,,,,,,,,rruff.info/R050046,,R050046,,,,,,,,,,,,,,3590,
Fluorite,Fluorite__R050046-3__Raman__514__45__ccw__Raman_Data_Processed__24600,RRUFF,Raman,,,,,,,,rruff.info/R050046,,R050046,,,,,,,,,,,,,,3591,
Fluorite,Fluorite__R050046-3__Raman__514__90__ccw__Raman_Data_Processed__24602,RRUFF,Raman,,,,,,,,rruff.info/R050046,,R050046,,,,,,,,,,,,,,3592,
Fluorite,Fluorite__R050115-3__Raman__514__0__ccw__Raman_Data_Processed__5421,RRUFF,Raman,,,,,,,,rruff.info/R050115,,R050115,,,,,,,,,,,,,,3593,
Fluorite,Fluorite__R050115-3__Raman__514__45__ccw__Raman_Data_Processed__5423,RRUFF,Raman,,,,,,,,rruff.info/R050115,,R050115,,,,,,,,,,,,,,3594,
Fluorite,Fluorite__R050115-3__Raman__514__90__ccw__Raman_Data_Processed__5425,RRUFF,Raman,,,,,,,,rruff.info/R050115,,R050115,,,,,,,,,,,,,,3595,
Fluorite,Fluorite__R060548-3__Raman__514__0__ccw__Raman_Data_Processed__24628,RRUFF,Raman,,,,,,,,rruff.info/R060548,,R060548,,,,,,,,,,,,,,3596,
Fluorite,Fluorite__R060548-3__Raman__514__45__ccw__Raman_Data_Processed__24630,RRUFF,Raman,,,,,,,,rruff.info/R060548,,R060548,,,,,,,,,,,,,,3597,
Fluorite,Fluorite__R060548-3__Raman__514__90__ccw__Raman_Data_Processed__24632,RRUFF,Raman,,,,,,,,rruff.info/R060548,,R060548,,,,,,,,,,,,,,3598,
Fluorophlogopite,Fluorophlogopite__R040039-3__Raman__514__0__ccw__Raman_Data_Processed__898,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3599,
Fluorophlogopite,Fluorophlogopite__R040039-3__Raman__514__45__ccw__Raman_Data_Processed__900,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3600,
Fluorophlogopite,Fluorophlogopite__R040039-3__Raman__514__90__ccw__Raman_Data_Processed__902,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3601,
Fluorophlogopite,Fluorophlogopite__R040039-4__Raman__514__0__ccw__Raman_Data_Processed__882,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3602,
Fluorophlogopite,Fluorophlogopite__R040039-4__Raman__514__45__ccw__Raman_Data_Processed__884,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3603,
Fluorophlogopite,Fluorophlogopite__R040039-4__Raman__514__90__ccw__Raman_Data_Processed__886,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3604,
Fluorophlogopite,Fluorophlogopite__R040039-5__Raman__514__0__ccw__Raman_Data_Processed__890,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3605,
Fluorophlogopite,Fluorophlogopite__R040039-5__Raman__514__45__ccw__Raman_Data_Processed__892,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3606,
Fluorophlogopite,Fluorophlogopite__R040039-5__Raman__514__90__ccw__Raman_Data_Processed__894,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3607,
Fluorophlogopite,Fluorophlogopite__R040039-6__Raman__514__0__ccw__Raman_Data_Processed__12319,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3608,
Fluorophlogopite,Fluorophlogopite__R040039-6__Raman__514__45__ccw__Raman_Data_Processed__12321,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3609,
Fluorophlogopite,Fluorophlogopite__R040039-6__Raman__514__90__ccw__Raman_Data_Processed__12323,RRUFF,Raman,,,,,,,,rruff.info/R040039,,R040039,,,,,,,,,,,,,,3610,
Fluorophlogopite,Fluorophlogopite__R040075-3__Raman__514__0__ccw__Raman_Data_Processed__1790,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3611,
Fluorophlogopite,Fluorophlogopite__R040075-3__Raman__514__45__ccw__Raman_Data_Processed__1792,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3612,
Fluorophlogopite,Fluorophlogopite__R040075-3__Raman__514__90__ccw__Raman_Data_Processed__1794,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3613,
Fluorophlogopite,Fluorophlogopite__R040075-4__Raman__514__0__ccw__Raman_Data_Processed__1782,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3614,
Fluorophlogopite,Fluorophlogopite__R040075-4__Raman__514__45__ccw__Raman_Data_Processed__1784,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3615,
Fluorophlogopite,Fluorophlogopite__R040075-4__Raman__514__90__ccw__Raman_Data_Processed__1786,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3616,
Fluorophlogopite,Fluorophlogopite__R040075-5__Raman__514__0__ccw__Raman_Data_Processed__1766,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3617,
Fluorophlogopite,Fluorophlogopite__R040075-5__Raman__514__45__ccw__Raman_Data_Processed__1768,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3618,
Fluorophlogopite,Fluorophlogopite__R040075-5__Raman__514__90__ccw__Raman_Data_Processed__1770,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3619,
Fluorophlogopite,Fluorophlogopite__R040075-6__Raman__514__0__ccw__Raman_Data_Processed__1774,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3620,
Fluorophlogopite,Fluorophlogopite__R040075-6__Raman__514__45__ccw__Raman_Data_Processed__1776,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3621,
Fluorophlogopite,Fluorophlogopite__R040075-6__Raman__514__90__ccw__Raman_Data_Processed__1778,RRUFF,Raman,,,,,,,,rruff.info/R040075,,R040075,,,,,,,,,,,,,,3622,
Fluoro-richterite,Fluororichterite__R040019-3__Raman__514__0__ccw__Raman_Data_Processed__24519,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3623,
Fluoro-richterite,Fluororichterite__R040019-3__Raman__514__45__ccw__Raman_Data_Processed__24520,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3624,
Fluoro-richterite,Fluororichterite__R040019-3__Raman__514__90__ccw__Raman_Data_Processed__24523,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3625,
Fluoro-richterite,Fluororichterite__R040019-4__Raman__514__0__ccw__Raman_Data_Processed__11585,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3626,
Fluoro-richterite,Fluororichterite__R040019-4__Raman__514__45__ccw__Raman_Data_Processed__11587,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3627,
Fluoro-richterite,Fluororichterite__R040019-4__Raman__514__90__ccw__Raman_Data_Processed__11589,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3628,
Fluoro-richterite,Fluororichterite__R040019-5__Raman__514__0__ccw__Raman_Data_Processed__11593,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3629,
Fluoro-richterite,Fluororichterite__R040019-5__Raman__514__45__ccw__Raman_Data_Processed__11595,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3630,
Fluoro-richterite,Fluororichterite__R040019-5__Raman__514__90__ccw__Raman_Data_Processed__11597,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3631,
Fluoro-richterite,Fluororichterite__R040019-6__Raman__514__0__ccw__Raman_Data_Processed__11601,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3632,
Fluoro-richterite,Fluororichterite__R040019-6__Raman__514__45__ccw__Raman_Data_Processed__11603,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3633,
Fluoro-richterite,Fluororichterite__R040019-6__Raman__514__90__ccw__Raman_Data_Processed__11605,RRUFF,Raman,,,,,,,,rruff.info/R040019,,R040019,,,,,,,,,,,,,,3634,
Fluor-uvite,Fluoruvite__R050172-3__Raman__514__0__ccw__Raman_Data_Processed__6042,RRUFF,Raman,,,,,,,,rruff.info/R050172,,R050172,,,,,,,,,,,,,,3635,
Fluor-uvite,Fluoruvite__R050172-3__Raman__514__45__ccw__Raman_Data_Processed__6044,RRUFF,Raman,,,,,,,,rruff.info/R050172,,R050172,,,,,,,,,,,,,,3636,
